,Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
0,1388103841799839746,https://twitter.com/up_johd/status/1388103841799839746,"#johdnews
Make sure to register for the #LIBER2021 conference, where our editor-in-chief @BarbaraMcGilli will have a joint talk with @SSHOpenCloud. Registration is (free of charge) at the following link https://t.co/seM6Kh8JgH
🗓️ 23 - 25 June
📍 Online
#JOHD https://t.co/Va9BsDmf9o",2021-04-30 12:12 +0000,2159.0,25.0,0.01157943492357573,4.0,0.0,4.0,3.0,6.0,3.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1385607874311774212,https://twitter.com/up_johd/status/1385607874311774212,"#johdnews
The second #OpenHumanitiesDataForum is about to start! ⏰ @BarbaraMcGilli will talk about #JOHD and @rtgriscom @parnopaeus and @thejourneyler will introduce their new #languagedocumentation special collection. Videos soon on our YT channel https://t.co/zwg8Fdtt0S",2021-04-23 14:53 +0000,519.0,8.0,0.015414258188824663,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,1380497970395820038,https://twitter.com/up_johd/status/1380497970395820038,"#johdnews
If you want to know more about #humanitiesdata and #openaccess you can read this post on the #Stoa blog by @palaeofuturist and @BarbaraMcGilli
https://t.co/tS1UB35ePh
#JOHD #opendatapaper 1/9",2021-04-09 12:28 +0000,1048.0,25.0,0.02385496183206107,4.0,1.0,3.0,6.0,6.0,0.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,1379814209521876996,https://twitter.com/up_johd/status/1379814209521876996,"#johdnews 

Don't forget to register for the @resdatall co-located event with #JOHD if you want to hear about #humanitiesopendata and the new special collection on Language Documentation guest-edited by @rtgriscom  @parnopaeus and @thejourneyler. 1/2",2021-04-07 15:11 +0000,657.0,17.0,0.0258751902587519,2.0,1.0,5.0,5.0,0.0,1.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,1519662721154883585,https://twitter.com/up_johd/status/1519662721154883585,"#johdnews
On April 5 @BarbaraMcGilli and @paolamarongiu_ talked about #opendata in #humanities, #JOHD and the publication of #datapapers for the humanities at the @riotscienceclub

In case you missed this talk, the YouTube video is now online! 👉
https://t.co/SxGNrxH8yF https://t.co/hj63o5LvKV",2022-04-28 13:00 +0000,428.0,7.0,0.016355140186915886,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,1518891532367052802,https://twitter.com/up_johd/status/1518891532367052802,"#johdnews
 
Our editor-in-chief  @BarbaraMcGilli will talk about #JOHD and open humanities data at the next Oxford Open Humanities Seminar Series tomorrow! @RR_Oxford

🗓️27 April 14:00 GMT (UK time)

Registration and Zoom link 👉 https://t.co/9fqH9AdUjO",2022-04-26 09:55 +0000,436.0,18.0,0.04128440366972477,2.0,0.0,6.0,3.0,6.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,1513876769073508376,https://twitter.com/up_johd/status/1513876769073508376,"#johdnews
One day left 📢 
Tomorrow @BarbaraMcGilli will present #JOHD at the Humanities Data Inquiry Lecture Series ✨

Register for the event and join the group for discussion at 👉 https://t.co/zNVA7q7tdo

#openhumanitiesdata",2022-04-12 13:48 +0000,1333.0,21.0,0.015753938484621154,5.0,0.0,5.0,1.0,5.0,0.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,1512067704370307079,https://twitter.com/up_johd/status/1512067704370307079,"#johdnews
Our editor-in-chief @BarbaraMcGilli will present #JOHD at the Humanities Data Inquiry Lecture Series next week! ✨

🗓️ Wednesday April 13
📍 Zoom link TBA

Info at 👉 https://t.co/PIEcHwZkiB

#openhumanitiesdata",2022-04-07 14:00 +0000,306.0,7.0,0.02287581699346405,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,1511289182320312320,https://twitter.com/up_johd/status/1511289182320312320,"#johdnews
📢📢 Happening today! Don't miss it 👉
https://t.co/qPngJpqIeJ
@riotscienceclub https://t.co/rM7yQA8oD0",2022-04-05 10:26 +0000,192.0,6.0,0.03125,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,1431255190418731016,https://twitter.com/up_johd/status/1431255190418731016,"#johdnews
📢 Join us for a free online event introducing the #JOHD Special Collection on Language Documentation. 

🗓️ September 2nd 11:00 AM - 12:00 PM EST 

To register, please send a message to @rtgriscom or email rgriscom@gmail.com

Full #CfP at https://t.co/B6OYHHgZqd",2021-08-27 14:00 +0000,480.0,17.0,0.035416666666666666,1.0,1.0,3.0,4.0,3.0,0.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,1431201573426900994,https://twitter.com/up_johd/status/1431201573426900994,"#johdnews
Last May, our editor-in-chief @BarbaraMcGilli participated in the Round Table of experts on #datacitation organised by @SSHOpenCloud. 
If you missed the event, the report of the highlights is now available at https://t.co/buJp1e63Jd

 #opendata #FAIR #SSHOC #JOHD https://t.co/DaqS5MVEJ9",2021-08-27 10:27 +0000,289.0,3.0,0.010380622837370242,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1430463600263565315,https://twitter.com/up_johd/status/1430463600263565315,"Since our last #johdnewsletter we published 5 papers, covering stylometry, handwritten text recognition, bibliometrics, code-switching and cuneiform. Retrieve them (and all the others) by using #johdpapers. For an overview of our papers visit https://t.co/0Hwm5SWrZa
10/10",2021-08-25 09:34 +0000,211.0,2.0,0.009478672985781991,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,1430463580835561475,https://twitter.com/up_johd/status/1430463580835561475,"#johdnews
Dear friends, the second #johdnewsletter for 2021 came out in July 📬
As usual, here is our little 🧵 with the main events. If you’d like to subscribe to our newsletter go to https://t.co/tWfmGSAWpz 1/10",2021-08-25 09:34 +0000,478.0,15.0,0.03138075313807531,2.0,1.0,5.0,2.0,1.0,0.0,4.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,1429752392007000064,https://twitter.com/up_johd/status/1429752392007000064,"#johdnews
You can now find the recordings of the @LIBERconference  Session #3: ""Working with Software &amp; Data"" on YT ➡️ https://t.co/n8mxcNwoUJ. 
The first presentation is given by @BarbaraMcGilli Nicolas Larrousse and Daan Broeder, on #data publication and citation in #dh. 1/2",2021-08-23 10:28 +0000,1203.0,32.0,0.02660016625103907,4.0,1.0,7.0,6.0,2.0,0.0,9.0,0.0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,1476565031236120582,https://twitter.com/up_johd/status/1476565031236120582,"#johdnews
2021 is coming to an end, and so is the first edition of our new #showmeyourdata campaign ✨ With this initiative, we wanted to spread #datasharing and #openresearch values by encouraging our authors to post an image of their #data 1/5",2021-12-30 14:45 +0000,1608.0,56.0,0.03482587064676617,4.0,1.0,14.0,8.0,0.0,8.0,21.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,1470409409838948359,https://twitter.com/up_johd/status/1470409409838948359,"#johdnews
The #LinkedPasts7 poster session is tomorrow 📢 December 14 2021 📢
Don't miss the poster ""What does it mean to publish historical sources today? "" by Fernanda Olival, @BarbaraMcGilli, Helena Cameron,  
Renata Vieira and Ivo Santos @cidehus_ue 
@GhentCDH #CLARIAH 1/2",2021-12-13 15:04 +0000,304.0,14.0,0.046052631578947366,0.0,1.0,3.0,3.0,2.0,0.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
77,1468543378048655364,https://twitter.com/up_johd/status/1468543378048655364,"#johdnews
Don't miss the #postersession 📢
Fernanda Olival, @BarbaraMcGilli and Renata Vieira will present the poster ""What does it mean to publish historical sources today?""
@cidehus_ue 
📅 Tuesday 14
Registration 👉 https://t.co/kod7JJxYNK
#LinkedPasts7 #JOHD https://t.co/EmgB7WRzTH",2021-12-08 11:30 +0000,430.0,10.0,0.023255813953488372,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
