variable1,variable2,mean_variable1,mean_variable2,welchs_stats,welchs_pvalue,mannwhit_stats,mannwhit_pvalue
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005261312445501429,0.001780135850959662,4.175045863716555,0.0002761486959904963,105742.0,1.2330342652895186e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.000538805225620554,0.001780135850959662,4.132729180210544,0.0003090538481425603,105370.5,1.891007828795049e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005394469552472589,0.001780135850959662,4.130668652217233,0.0003107900787858727,105293.0,2.1575541580608736e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005579845643962504,0.001780135850959662,4.068887113531692,0.0003662622682342501,104710.5,5.9120555614116176e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005459493567268412,0.001780135850959662,4.108921912515203,0.00032926166353173207,105191.5,2.8057834626869095e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005698621930122704,0.001780135850959662,4.0291112659058825,0.00040691869054045775,104434.0,6.617446112434184e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005667285880629397,0.001780135850959662,4.0395950638125955,0.00039578407706492426,104483.5,6.681669429280273e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005391938378775515,0.001780135850959662,4.1314337347714,0.00031012102061389894,105433.0,1.7369805639995675e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005671986851817297,0.001780135850959662,4.038011578841943,0.00039744020127225986,104458.0,7.62325056150967e-08
all-HSS-res-papers_cit,res-papers-with-data-paper_cit,0.0005705725051101526,0.001780135850959662,4.026635657386569,0.0004095340305059777,104475.0,5.836429101971694e-08
